Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
40,James Cook,RB,BUF,12,14,2,4
41,DK Metcalf,WR,SEA,10,22,2,5
42,Zay Flowers,WR,BAL,14,25,3,5
43,Travis Kelce,TE,KC,6,1,1,5
44,Dalton Kincaid,TE,BUF,12,5,1,5
45,Brock Bowers,TE,LV,10,9,1,5
46,Tank Dell,WR,HOU,14,26,3,5
47,Derrick Henry,RB,BAL,14,9,2,5
48,Mark Andrews,TE,BAL,14,3,1,5
49,Kyle Pitts,TE,ATL,12,7,1,5
50,Tee Higgins,WR,CIN,12,29,3,5
51,Caleb Williams,QB,CHI,7,12,1,6
52,Anthony Richardson,QB,IND,14,6,1,6
53,D'Andre Swift,RB,CHI,7,19,2,6
54,Joe Burrow,QB,CIN,12,7,1,6
55,Stefon Diggs,WR,HOU,14,16,3,6
56,Deebo Samuel,WR,SF,9,17,3,6
57,Joe Mixon,RB,HOU,14,15,2,6
58,Davante Adams,WR,LV,10,10,3,6
59,Xavier Worthy,WR,KC,6,37,3,6
60,George Pickens,WR,PIT,9,27,3,6
61,Jordan Addison,WR,MIN,6,39,3,7
62,Jonathon Brooks,RB,CAR,11,31,2,7
63,Mike Evans,WR,TB,11,14,3,7
64,Alvin Kamara,RB,NO,12,16,2,7
65,Jordan Love,QB,GB,10,10,1,7
66,Rashee Rice,WR,KC,6,33,4,7
67,Rhamondre Stevenson,RB,NE,14,22,2,7
68,Cooper Kupp,WR,LAR,6,20,4,7
69,Jaxon Smith-Njigba,WR,SEA,10,45,4,7
70,Ladd McConkey,WR,LAC,5,40,4,7
71,Keon Coleman,WR,BUF,12,42,4,8
72,T.J. Hockenson,TE,MIN,6,14,1,8
73,Jayden Reed,WR,GB,10,35,4,8
74,George Kittle,TE,SF,9,6,1,8
75,Javonte Williams,RB,DEN,14,28,3,8
76,David Montgomery,RB,DET,5,21,3,8
77,Brian Thomas,WR,JAX,12,47,4,8
78,Trey Benson,RB,ARI,11,36,3,8
79,Amari Cooper,WR,CLE,10,28,4,8
80,Tony Pollard,RB,TEN,5,24,3,8
81,Najee Harris,RB,PIT,9,23,3,9
82,Terry McLaurin,WR,WAS,14,32,4,9
83,Zamir White,RB,LV,10,26,3,9
84,Aaron Jones,RB,MIN,6,18,3,9
85,Jake Ferguson,TE,DAL,7,11,1,9
86,Justin Herbert,QB,LAC,5,16,1,9
87,Jayden Daniels,QB,WAS,14,15,2,9
88,Christian Kirk,WR,JAX,12,31,4,9
89,David Njoku,TE,CLE,10,10,2,9
90,Kyler Murray,QB,ARI,11,9,2,9
91,Nick Chubb,RB,CLE,10,27,3,10
92,Evan Engram,TE,JAX,12,8,2,10
93,Tyjae Spears,RB,TEN,5,34,3,10
94,Jaylen Warren,RB,PIT,9,32,3,10
95,Keenan Allen,WR,CHI,7,30,5,10
96,Chris Godwin,WR,TB,11,36,5,10
97,Brock Purdy,QB,SF,9,11,2,10
98,Calvin Ridley,WR,TEN,5,38,5,10
99,Xavier Legette,WR,CAR,11,58,5,10
100,James Conner,RB,ARI,11,20,4,10
101,Christian Watson,WR,GB,10,46,5,11
102,Blake Corum,RB,LAR,6,40,4,11
103,Adonai Mitchell,WR,IND,14,54,5,11
104,Dak Prescott,QB,DAL,7,8,2,11
105,Hollywood Brown,WR,KC,6,41,5,11
106,Brian Robinson,RB,WAS,14,35,4,11
107,Ricky Pearsall,WR,SF,9,67,5,11
108,Austin Ekeler,RB,WAS,14,30,4,11
109,Zack Moss,RB,CIN,12,29,4,11
110,Jameson Williams,WR,DET,5,48,5,11
111,Diontae Johnson,WR,CAR,11,43,5,12
112,Devin Singletary,RB,NYG,11,33,4,12
113,Trevor Lawrence,QB,JAX,12,17,2,12
114,Tua Tagovailoa,QB,MIA,6,13,2,12
115,Cole Kmet,TE,CHI,7,15,2,12
116,Raheem Mostert,RB,MIA,6,25,4,12
117,Dallas Goedert,TE,PHI,5,12,2,12
118,Zach Charbonnet,RB,SEA,10,42,4,12
119,Dalton Schultz,TE,HOU,14,13,2,12
120,Chase Brown,RB,CIN,12,39,4,12
121,Troy Franklin,WR,DEN,14,69,6,13
122,Jared Goff,QB,DET,5,14,2,13
123,J.J. McCarthy,QB,MIN,6,27,2,13
124,Josh Downs,WR,IND,14,65,6,13
125,Pat Freiermuth,TE,PIT,9,16,2,13
126,DeAndre Hopkins,WR,TEN,5,44,6,13
127,Romeo Doubs,WR,GB,10,51,6,13
128,Gus Edwards,RB,LAC,5,37,4,13
129,Jerry Jeudy,WR,CLE,10,56,6,13
130,Kendre Miller,RB,NO,12,50,5,13
131,Ja'Lynn Polk,WR,NE,14,62,6,14
132,Jaylen Wright,RB,MIA,6,46,5,14
133,Jerome Ford,RB,CLE,10,41,5,14
134,Courtland Sutton,WR,DEN,14,49,6,14
135,MarShawn Lloyd,RB,GB,10,52,5,14
136,Jahan Dotson,WR,PHI,14,68,6,14
137,Roman Wilson,WR,PIT,9,73,6,14
138,Ben Sinnott,TE,WAS,14,18,2,14
139,Drake Maye,QB,NE,14,28,2,14
140,Khalil Shakir,WR,BUF,12,53,6,14
141,Ezekiel Elliott,RB,DAL,7,38,5,15
142,Isaiah Likely,TE,BAL,14,20,2,15
143,Quentin Johnston,WR,LAC,5,71,7,15
144,Luke Musgrave,TE,GB,10,17,2,15
145,Jakobi Meyers,WR,LV,10,55,7,15
146,Tyler Lockett,WR,SEA,10,52,7,15
147,Chuba Hubbard,RB,CAR,11,43,5,15
148,Jermaine Burton,WR,CIN,12,74,7,15
149,Malachi Corley,WR,NYJ,12,79,7,15
150,Tyler Allgeier,RB,ATL,12,48,5,15
151,J.K. Dobbins,RB,LAC,5,44,5,16
152,Luke McCaffrey,WR,WAS,14,76,7,16
153,Gabe Davis,WR,JAX,12,60,7,16
154,Ja'Tavion Sanders,TE,CAR,11,27,2,16
155,Rashid Shaheed,WR,NO,12,61,7,16
156,Dontayvion Wicks,WR,GB,10,66,7,16
157,Bryce Young,QB,CAR,11,29,2,16
158,Bucky Irving,RB,TB,11,58,5,16
159,Joshua Palmer,WR,LAC,0,57,7,16
160,Kirk Cousins,QB,ATL,12,19,3,16
161,Bo Nix,QB,DEN,14,24,3,17
162,Mike Williams,WR,NYJ,12,59,8,17
163,Roschon Johnson,RB,CHI,7,63,5,17
164,Braelon Allen,RB,NYJ,12,55,6,17
165,Curtis Samuel,WR,BUF,12,50,8,17
166,Antonio Gibson,RB,NE,14,49,6,17
167,Kimani Vidal,RB,LAC,5,53,6,17
168,Marvin Mims,WR,DEN,14,80,8,17
169,Cade Otton,TE,TB,11,19,3,17
170,Javon Baker,WR,NE,14,81,8,17
171,Keaton Mitchell,RB,BAL,14,69,6,18
172,Michael Penix,QB,ATL,12,35,3,18
173,Dameon Pierce,RB,HOU,14,59,6,18
174,Ray Davis,RB,BUF,12,54,6,18
175,Audric Estime,RB,DEN,14,62,6,18
176,Michael Wilson,WR,ARI,11,77,8,18
177,DeMario Douglas,WR,NE,0,72,8,18
178,Ty Chandler,RB,MIN,6,47,6,18
179,Chigoziem Okonkwo,TE,TEN,5,24,3,18
180,Jalen McMillan,WR,TB,11,82,8,18
181,Darnell Mooney,WR,ATL,12,70,8,19
182,Brenden Rice,WR,LAC,5,89,8,19
183,Will Shipley,RB,PHI,5,68,6,19
184,Rico Dowdle,RB,DAL,7,45,6,19
185,Brandin Cooks,WR,DAL,7,63,8,19
186,Devontez Walker,WR,BAL,14,92,9,19
187,Khalil Herbert,RB,CHI,7,60,7,19
188,Michael Mayer,TE,LV,10,35,3,19
189,Rashod Bateman,WR,BAL,14,75,9,19
190,Adam Thielen,WR,CAR,11,64,9,19
191,Will Levis,QB,TEN,5,23,3,20
192,Baker Mayfield,QB,TB,11,21,3,20
193,Tyrone Tracy,RB,NYG,11,56,7,20
194,Aaron Rodgers,QB,NYJ,12,18,3,20
195,Justin Fields,QB,PIT,9,25,3,20
196,Deshaun Watson,QB,CLE,10,22,3,20
197,Jaleel McLaughlin,RB,DEN,14,51,7,20
198,Theo Johnson,TE,NYG,11,29,3,20
199,Wan'Dale Robinson,WR,NYG,11,78,9,20
200,Matthew Stafford,QB,LAR,6,20,3,20
201,Isaac Guerendo,RB,SF,9,72,7,21
202,Tucker Kraft,TE,GB,10,34,3,21
203,Taysom Hill,TE,NO,12,21,3,21
204,Tank Bigsby,RB,JAX,12,67,7,21
205,Jalin Hyatt,WR,NYG,11,91,9,21
206,AJ Dillon,RB,GB,10,66,7,21
207,Hunter Henry,TE,NE,14,22,3,21
208,Noah Fant,TE,SEA,10,25,3,21
209,Malik Washington,WR,MIA,6,96,9,21
210,Frank Gore,RB,BUF,12,93,7,21
211,Elijah Mitchell,RB,SF,9,57,7,22
212,Dylan Laube,RB,LV,10,70,7,22
213,Alexander Mattison,RB,LV,10,64,7,22
214,Treylon Burks,WR,TEN,5,113,9,22
215,Elijah Moore,WR,CLE,10,94,9,22
216,Justin Tucker,K,BAL,14,,1,22
217,Harrison Butker,K,KC,6,,1,22
218,Evan McPherson,K,CIN,12,,1,22
219,Brandon Aubrey,K,DAL,7,,1,22
220,Younghoe Koo,K,ATL,12,,1,22
221,Jake Elliott,K,PHI,5,,1,23
222,Cameron Dicker,K,LAC,5,,1,23
223,Jake Moody,K,SF,9,,1,23
224,Tyler Bass,K,BUF,12,0,1,23
225,Ka'imi Fairbairn,K,HOU,14,,1,23
226,Jason Sanders,K,MIA,6,1,2,23
227,Tyler Conklin,TE,NYJ,12,23,3,23
228,Cade Stover,TE,HOU,14,45,3,23
229,Greg Dulcich,TE,DEN,14,32,4,23
230,Clyde Edwards-Helaire,RB,KC,6,61,8,23
231,Tyler Boyd,WR,TEN,5,83,9,24
232,Jared Wiley,TE,KC,6,46,4,24
233,Rasheen Ali,RB,BAL,14,81,8,24
234,Louis Rees-Zammit,RB,KC,0,95,8,24
235,Spencer Rattler,QB,NO,0,40,3,24
236,Greg Dortch,WR,ARI,11,85,9,24
237,Jonathan Mingo,WR,CAR,11,111,10,24
238,Jacob Cowing,WR,SF,9,114,10,24
239,Dalvin Cook,RB,HOU,0,104,8,24
240,Mike Gesicki,TE,CIN,12,26,4,24
241,Erick All,TE,CIN,12,44,4,25
242,DJ Chark,WR,LAC,5,88,10,25
243,Rondale Moore,WR,ATL,12,99,10,25
244,Odell Beckham,WR,MIA,6,87,10,25
245,Zay Jones,WR,ARI,11,90,10,25
246,Kenneth Gainwell,RB,PHI,5,74,8,25
247,Jelani Woods,TE,IND,14,36,4,25
248,Dawson Knox,TE,BUF,12,30,4,25
249,A.T. Perry,WR,NO,12,98,10,25
250,Miles Sanders,RB,CAR,11,94,8,25
251,Jamaal Williams,RB,NO,12,86,8,26
252,JuJu Smith-Schuster,WR,LAR,0,134,10,26
253,Daniel Carlson,K,LV,10,3,2,26
254,Matt Gay,K,IND,14,5,2,26
255,Demarcus Robinson,WR,LAR,6,84,10,26
256,Eric Gray,RB,NYG,11,89,8,26
257,Geno Smith,QB,SEA,10,26,4,26
258,Ryan Flournoy,WR,DAL,7,125,10,26
259,Jalen Tolbert,WR,DAL,7,86,11,26
260,Colby Parkinson,TE,LAR,6,31,4,26
261,Cornelius Johnson,WR,LAC,0,120,11,27
262,Tutu Atwell,WR,LAR,6,126,11,27
263,Chase Claypool,WR,SF,12,118,11,27
264,Daniel Jones,QB,NYG,11,33,4,27
265,John Metchie,WR,HOU,0,128,11,27
266,Andrei Iosivas,WR,CIN,12,117,11,27
267,Russell Wilson,QB,PIT,9,31,4,27
268,K.J. Osborn,WR,NE,14,106,11,27
269,Jordan Travis,QB,NYJ,0,42,4,27
270,Bub Means,WR,NO,0,127,11,27
271,Deuce Vaughn,RB,DAL,7,83,8,28
272,Jalen Coker,WR,CAR,0,124,11,28
273,Johnny Wilson,WR,PHI,5,115,11,28
274,Derek Carr,QB,NO,12,32,4,28
275,Jaheim Bell,TE,NE,14,47,4,28
276,D'Onta Foreman,RB,CLE,10,73,8,28
277,Alec Pierce,WR,IND,14,123,12,28
278,Blake Watson,RB,DEN,14,101,9,28
279,Evan Hull,RB,IND,14,96,9,28
280,Trey Palmer,WR,TB,11,116,12,28
281,Ainias Smith,WR,PHI,5,119,12,29
282,Jason Myers,K,SEA,10,2,2,29
283,Jonnu Smith,TE,MIA,6,28,4,29
284,Sam Darnold,QB,MIN,6,30,4,29
285,Justice Hill,RB,BAL,14,65,9,29
286,Zach Ertz,TE,WAS,14,33,4,29
287,Gardner Minshew,QB,LV,10,34,4,29
288,Trey Sermon,RB,IND,14,71,9,29
289,Juwan Johnson,TE,NO,12,37,5,29
290,Ty'Son Williams,RB,DEN,0,75,9,29
291,Anthony Jones,RB,DEN,0,76,9,30
292,Marqise Lee,WR,MIA,0,93,12,30
293,K.J. Costello,QB,CHI,0,36,4,30
294,Hayden Hurst,TE,LAC,5,38,5,30
295,Darius Slayton,WR,NYG,11,95,12,30
296,Charlie Taumoepeau,TE,ARI,0,39,5,30
297,Daniel Bellinger,TE,NYG,11,40,5,30
298,Anthony McFarland,RB,MIA,0,77,9,30
299,Dylan McDuffie,RB,BAL,0,78,9,30
300,Kendrick Bourne,WR,NE,14,97,12,30
301,Mike Weber,RB,NO,0,79,9,31
302,MyCole Pruitt,TE,PIT,0,41,5,31
303,Jon Hilliman,RB,ATL,0,80,9,31
304,Jazz Ferguson,WR,BAL,0,100,12,31
305,Jalen Virgil,WR,DEN,0,101,12,31
306,Jhamon Ausbon,WR,PHI,0,102,12,31
307,Brandon McManus,K,IND,0,4,2,31
308,James White,RB,WAS,0,82,10,31
309,Ethan Fernea,WR,IND,0,103,12,31
310,Eric Tomlinson,TE,IND,0,42,5,31
311,J.D. McKissic,RB,SF,0,84,10,32
312,Aidan O'Connell,QB,LV,10,37,4,32
313,Tre Tucker,WR,LV,10,104,13,32
314,Corey Clement,RB,CLE,0,85,10,32
315,Speedy Noil,WR,IND,0,105,13,32
316,Peter LeBlanc,WR,SEA,0,107,13,32
317,Eli Stove,WR,CAR,0,108,13,32
318,Caleb Huntley,RB,NE,0,87,10,32
319,Samaje Perine,RB,DEN,14,88,10,32
320,Amba Etta-Tawo,WR,CLE,0,109,13,32
321,Clayton Thorson,QB,NYG,0,38,4,33
322,Kadarius Toney,WR,KC,6,110,13,33
323,Tyler Higbee,TE,LAR,6,43,5,33
324,Cole McDonald,QB,LAR,0,39,5,33
325,Malcolm Brown,RB,CIN,0,90,10,33
326,Ray Lawry,RB,TEN,0,91,10,33
327,Josh Reynolds,WR,DEN,14,112,13,33
328,Ja'Quan Gardner,RB,TB,0,92,10,33
329,Sam Howell,QB,SEA,10,41,5,33
330,Trey Lance,QB,DAL,0,43,5,33
331,Jacoby Brissett,QB,NE,14,44,5,34
332,Drew Lock,QB,NYG,11,45,5,34
333,Jake Browning,QB,CIN,12,46,5,34
334,Hendon Hooker,QB,DET,0,47,5,34
335,Joe Milton,QB,NE,0,48,5,34
336,Cedric Tillman,WR,CLE,10,121,13,34
337,Jamari Thrash,WR,CLE,10,122,13,34
338,Isaiah Davis,RB,NYJ,12,97,10,34
339,Israel Abanikanda,RB,NYJ,12,98,10,34
340,Joe Flacco,QB,IND,14,49,5,34
341,Jameis Winston,QB,CLE,10,50,5,35
342,Kenny Pickett,QB,PHI,5,51,6,35
343,Dillon Johnson,RB,DEN,0,99,11,35
344,Chris Rodriguez,RB,WAS,14,100,11,35
345,Cam Akers,RB,HOU,14,102,11,35
346,Zach Wilson,QB,DEN,0,52,6,35
347,Desmond Ridder,QB,ARI,0,53,6,35
348,Jarrett Stidham,QB,DEN,14,54,6,35
349,Gerald Everett,TE,CHI,7,48,5,35
350,Marquez Valdes-Scantling,WR,BUF,12,129,13,35
351,Cordarrelle Patterson,RB,PIT,9,103,11,36
352,Xavier Gipson,WR,NYJ,12,130,14,36
353,Jauan Jennings,WR,SF,9,131,14,36
354,Van Jefferson,WR,PIT,9,132,14,36
355,Calvin Austin,WR,PIT,0,133,14,36
356,Jordan Mason,RB,SF,9,105,11,36
357,Davis Cheek,QB,HOU,0,55,6,36
358,Albert Wilson,WR,CHI,0,135,14,36
359,Peewee Jarrett,QB,NYJ,0,56,6,36
360,Larry Rose,RB,KC,0,106,11,36
361,J.J. Taylor,RB,HOU,0,107,11,37
362,Austin Aune,QB,CLE,0,57,6,37
363,Kevin White,WR,SEA,0,136,14,37
364,Isaiah Bowser,RB,TB,0,108,11,37
365,Zay Malone,WR,ATL,0,137,14,37
366,Stephen Baggett,TE,WAS,0,49,5,37
367,Mark Ingram,RB,MIN,0,109,11,37
368,Elijah Marks,WR,MIA,0,138,14,37
369,Wendell Smallwood,RB,WAS,0,110,11,37
370,Nick Keizer,TE,DAL,0,50,5,37
371,Mo Alie-Cox,TE,IND,0,51,6,38
372,Anthony Johnson,WR,MIA,0,139,14,38
373,Jason Witten,TE,HOU,0,52,6,38
374,Vernon Davis,TE,JAX,0,53,6,38
375,De'Lance Turner,RB,DAL,0,111,12,38
376,Emani Bailey,RB,KC,0,112,12,38
